transaction_id,is_suspicious_ground_truth
TXN00000434,False
TXN00000435,False
TXN00000436,False
TXN00000437,False
TXN00000438,False
TXN00000439,False
TXN00000440,False
TXN00000441,False
TXN00000442,False
TXN00000443,False
TXN00000444,False
TXN00000445,False
TXN00000446,False
TXN00000447,False
TXN00000448,False
TXN00000449,False
TXN00000450,False
TXN00000451,False
TXN00000452,False
TXN00000453,False
TXN00000454,False
TXN00000455,False
TXN00000456,False
TXN00000457,False
TXN00000458,False
TXN00000459,True
TXN00000460,False
TXN00000461,False
TXN00000462,False
TXN00000463,False
TXN00000464,False
TXN00000465,False
TXN00000466,False
TXN00000467,False
TXN00000468,False
TXN00000469,False
TXN00000470,False
TXN00000471,False
TXN00000472,False
TXN00000473,False
TXN00000474,False
TXN00000475,False
TXN00000476,False
TXN00000477,False
TXN00000478,False
TXN00000479,False
TXN00000480,False
TXN00000481,False
TXN00000482,False
TXN00000483,False
TXN00000484,False
TXN00000485,False
TXN00000486,False
TXN00000487,False
TXN00000488,False
TXN00000489,False
TXN00000490,False
TXN00000491,False
TXN00000492,False
TXN00000493,False
TXN00000494,False
TXN00000495,False
TXN00000496,False
TXN00000497,False
TXN00000498,False
TXN00000499,False
TXN00000500,False
TXN00000501,False
TXN00000502,False
TXN00000503,False
TXN00000504,False
TXN00000505,False
TXN00000506,False
TXN00000507,False
TXN00000508,False
TXN00000509,False
TXN00000510,False
TXN00000511,False
TXN00000512,False
TXN00000513,False
TXN00000514,False
TXN00000515,False
TXN00000516,False
TXN00000517,False
TXN00000518,False
TXN00000519,False
TXN00000520,False
TXN00000521,False
TXN00000522,False
TXN00000523,False
TXN00000524,False
TXN00000525,False
TXN00000526,False
TXN00000527,False
TXN00000528,False
TXN00000529,False
TXN00000530,False
TXN00000531,False
TXN00000532,False
TXN00000533,False
TXN00000534,False
TXN00000535,False
TXN00000536,False
TXN00000537,False
TXN00000538,False
TXN00000539,False
TXN00000540,False
TXN00000541,False
TXN00000542,False
TXN00000543,True
TXN00000544,False
TXN00000545,False
TXN00000546,False
TXN00000547,False
TXN00000548,False
TXN00000549,False
TXN00000550,False
TXN00000551,False
TXN00000552,False
TXN00000553,False
TXN00000554,False
TXN00000555,False
TXN00000556,False
TXN00000557,False
TXN00000558,False
TXN00000559,False
TXN00000560,False
TXN00000561,False
TXN00000562,False
TXN00000563,False
TXN00000564,False
TXN00000565,False
TXN00000566,False
TXN00000567,False
TXN00000568,False
TXN00000569,False
TXN00000570,True
TXN00000571,False
TXN00000572,False
TXN00000573,False
TXN00000574,False
TXN00000575,False
TXN00000576,False
TXN00000577,False
TXN00000578,False
TXN00000579,False
TXN00000580,False
TXN00000581,False
TXN00000582,False
TXN00000583,False
TXN00000584,False
TXN00000585,True
TXN00000586,False
TXN00000587,False
TXN00000588,False
TXN00000589,False
TXN00000590,False
TXN00000591,False
TXN00000592,False
TXN00000593,False
TXN00000594,False
TXN00000595,False
TXN00000596,False
TXN00000597,False
TXN00000598,False
TXN00000599,False
TXN00000600,False
TXN00000601,False
TXN00000602,False
TXN00000603,False
TXN00000604,False
TXN00000605,False
TXN00000606,False
TXN00000607,False
TXN00000608,False
TXN00000609,False
TXN00000610,False
TXN00000611,False
TXN00000612,False
TXN00000613,False
TXN00000614,False
TXN00000615,False
TXN00000616,False
TXN00000617,False
TXN00000618,False
TXN00000619,False
TXN00000620,False
TXN00000621,False
TXN00000622,False
TXN00000623,False
TXN00000624,False
TXN00000625,False
TXN00000626,False
TXN00000627,False
TXN00000628,False
TXN00000629,False
TXN00000630,False
TXN00000631,False
TXN00000632,False
TXN00000633,False
TXN00000634,False
TXN00000635,False
TXN00000636,False
TXN00000637,False
TXN00000638,False
TXN00000639,False
TXN00000640,False
TXN00000641,False
TXN00000642,False
TXN00000643,False
TXN00000644,False
TXN00000645,False
TXN00000646,True
TXN00000647,False
TXN00000648,False
TXN00000649,False
TXN00000650,False
TXN00000651,False
TXN00000652,False
TXN00000653,False
TXN00000654,True
TXN00000655,False
TXN00000656,False
TXN00000657,False
TXN00000658,False
TXN00000659,False
TXN00000660,False
TXN00000661,False
TXN00000662,False
TXN00000663,False
TXN00000664,False
TXN00000665,False
TXN00000666,False
TXN00000667,False
TXN00000668,False
TXN00000669,False
TXN00000670,False
TXN00000671,False
TXN00000672,False
TXN00000673,False
TXN00000674,False
TXN00000675,False
TXN00000676,False
TXN00000677,False
TXN00000678,False
TXN00000679,False
TXN00000680,False
TXN00000681,False
TXN00000682,False
TXN00000683,False
TXN00000684,False
TXN00000685,False
TXN00000686,False
TXN00000687,False
TXN00000688,False
TXN00000689,False
TXN00000690,False
TXN00000691,False
TXN00000692,False
TXN00000693,False
TXN00000694,False
TXN00000695,False
TXN00000696,False
TXN00000697,False
TXN00000698,False
TXN00000699,False
TXN00000700,False
TXN00000701,False
TXN00000702,False
TXN00000703,False
TXN00000704,False
TXN00000705,False
TXN00000706,False
TXN00000707,False
TXN00000708,False
TXN00000709,False
TXN00000710,False
TXN00000711,False
TXN00000712,False
TXN00000713,True
TXN00000714,False
TXN00000715,False
TXN00000716,False
TXN00000717,False
TXN00000718,False
TXN00000719,False
TXN00000720,False
TXN00000721,False
TXN00000722,False
TXN00000723,False
TXN00000724,False
TXN00000725,False
TXN00000726,False
TXN00000727,False
TXN00000728,False
TXN00000729,False
TXN00000730,False
TXN00000731,False
TXN00000732,False
TXN00000733,False
TXN00000734,False
TXN00000735,False
TXN00000736,False
TXN00000737,False
TXN00000738,False
TXN00000739,False
TXN00000740,False
TXN00000741,False
TXN00000742,False
TXN00000743,False
TXN00000744,False
TXN00000745,False
TXN00000746,False
TXN00000747,False
TXN00000748,False
TXN00000749,False
TXN00000750,False
TXN00000751,False
TXN00000752,False
TXN00000753,False
TXN00000754,False
TXN00000755,False
TXN00000756,False
TXN00000757,False
TXN00000758,False
TXN00000759,False
TXN00000760,True
TXN00000761,False
TXN00000762,False
TXN00000763,False
TXN00000764,False
TXN00000765,False
TXN00000766,False
TXN00000767,False
TXN00000768,True
TXN00000769,False
TXN00000770,False
TXN00000771,False
TXN00000772,False
TXN00000773,False
TXN00000774,False
TXN00000775,False
TXN00000776,False
TXN00000777,False
TXN00000778,False
TXN00000779,False
TXN00000780,False
TXN00000781,False
TXN00000782,False
TXN00000783,False
TXN00000784,False
TXN00000785,False
TXN00000786,False
TXN00000787,False
TXN00000788,False
TXN00000789,False
TXN00000790,False
TXN00000791,False
TXN00000792,False
TXN00000793,True
TXN00000794,False
TXN00000795,False
TXN00000796,False
TXN00000797,False
TXN00000798,False
TXN00000799,False
TXN00000800,False
TXN00000801,False
TXN00000802,False
TXN00000803,False
TXN00000804,False
TXN00000805,False
TXN00000806,False
TXN00000807,False
TXN00000808,False
TXN00000809,False
TXN00000810,False
TXN00000811,False
TXN00000812,False
TXN00000813,False
TXN00000814,False
TXN00000815,False
TXN00000816,False
TXN00000817,False
TXN00000818,False
TXN00000819,False
TXN00000820,False
TXN00000821,False
TXN00000822,False
TXN00000823,False
TXN00000824,False
TXN00000825,False
TXN00000826,False
TXN00000827,False
TXN00000828,True
TXN00000829,False
TXN00000830,False
TXN00000831,False
TXN00000832,False
TXN00000833,False
TXN00000834,False
TXN00000835,False
TXN00000836,False
TXN00000837,False
TXN00000838,True
TXN00000839,False
TXN00000840,True
TXN00000841,False
TXN00000842,False
TXN00000843,False
TXN00000844,False
TXN00000845,False
TXN00000846,False
TXN00000847,False
TXN00000848,False
TXN00000849,False
TXN00000850,False
TXN00000851,False
TXN00000852,False
TXN00000853,False
TXN00000854,False
TXN00000855,False
TXN00000856,False
TXN00000857,False
TXN00000858,False
TXN00000859,False
TXN00000860,False
TXN00000861,False
TXN00000862,False
TXN00000863,False
TXN00000864,False
TXN00000865,False
TXN00000866,False
TXN00000867,False
TXN00000868,False
TXN00000869,False
TXN00000870,False
TXN00000871,False
TXN00000872,False
TXN00000873,False
TXN00000874,False
TXN00000875,False
TXN00000876,False
TXN00000877,False
TXN00000878,False
TXN00000879,False
TXN00000880,False
TXN00000881,False
TXN00000882,False
TXN00000883,False
TXN00000884,False
TXN00000885,False
TXN00000886,False
TXN00000887,False
TXN00000888,False
TXN00000889,False
TXN00000890,False
TXN00000891,False
TXN00000892,False
TXN00000893,False
TXN00000894,False
TXN00000895,False
TXN00000896,False
TXN00000897,False
TXN00000898,False
TXN00000899,False
TXN00000900,False
TXN00000901,False
TXN00000902,False
TXN00000903,False
TXN00000904,False
TXN00000905,False
TXN00000906,False
TXN00000907,False
TXN00000908,False
TXN00000909,False
TXN00000910,False
TXN00000911,False
TXN00000912,False
TXN00000913,True
TXN00000914,False
TXN00000915,False
TXN00000916,False
TXN00000917,False
TXN00000918,False
TXN00000919,False
TXN00000920,False
TXN00000921,False
TXN00000922,False
TXN00000923,False
TXN00000924,False
TXN00000925,False
TXN00000926,False
TXN00000927,False
TXN00000928,False
TXN00000929,False
TXN00000930,False
TXN00000931,False
TXN00000932,False
TXN00000933,False
TXN00000934,False
TXN00000935,False
TXN00000936,False
TXN00000937,False
TXN00000938,False
TXN00000939,False
TXN00000940,False
TXN00000941,False
TXN00000942,False
TXN00000943,False
TXN00000944,False
TXN00000945,False
TXN00000946,False
TXN00000947,False
TXN00000948,False
TXN00000949,False
TXN00000950,False
TXN00000951,False
TXN00000952,False
TXN00000953,False
TXN00000954,False
TXN00000955,False
TXN00000956,False
TXN00000957,False
TXN00000958,False
TXN00000959,False
TXN00000960,False
TXN00000961,False
TXN00000962,False
TXN00000963,False
TXN00000964,False
TXN00000965,False
TXN00000966,False
TXN00000967,False
TXN00000968,False
TXN00000969,False
TXN00000970,False
TXN00000971,False
TXN00000972,False
TXN00000973,False
TXN00000974,False
TXN00000975,False
TXN00000976,False
TXN00000977,False
TXN00000978,False
TXN00000979,False
TXN00000980,False
TXN00000981,False
TXN00000982,False
TXN00000983,False
TXN00000984,False
TXN00000985,False
TXN00000986,False
TXN00000987,False
TXN00000988,False
TXN00000989,False
TXN00000990,False
TXN00000991,False
TXN00000992,False
TXN00000993,False
TXN00000994,False
TXN00000995,False
TXN00000996,False
TXN00000997,False
TXN00000998,False
TXN00000999,False
TXN00001000,False
TXN00001001,False
TXN00001002,False
TXN00001003,False
TXN00001004,False
TXN00001005,False
TXN00001006,False
TXN00001007,False
TXN00001008,False
TXN00001009,False
TXN00001010,False
TXN00001011,False
TXN00001012,False
TXN00001013,False
TXN00001014,False
TXN00001015,False
TXN00001016,False
TXN00001017,False
TXN00001018,False
TXN00001019,False
TXN00001020,False
TXN00001021,False
TXN00001022,False
TXN00001023,True
TXN00001024,False
TXN00001025,False
TXN00001026,False
TXN00001027,False
TXN00001028,False
TXN00001029,False
TXN00001030,False
TXN00001031,False
TXN00001032,False
TXN00001033,False
TXN00001034,False
TXN00001035,False
TXN00001036,False
TXN00001037,False
TXN00001038,False
TXN00001039,False
TXN00001040,False
TXN00001041,False
TXN00001042,False
TXN00001043,False
TXN00001044,False
TXN00001045,False
TXN00001046,False
TXN00001047,False
TXN00001048,False
TXN00001049,False
TXN00001050,False
TXN00001051,False
TXN00001052,False
TXN00001053,False
TXN00001054,False
TXN00001055,False
TXN00001056,False
TXN00001057,False
TXN00001058,False
TXN00001059,False
TXN00001060,False
TXN00001061,False
TXN00001062,False
TXN00001063,False
TXN00001064,False
TXN00001065,False
TXN00001066,False
TXN00001067,False
TXN00001068,False
TXN00001069,False
TXN00001070,False
TXN00001071,False
TXN00001072,False
TXN00001073,False
TXN00001074,False
TXN00001075,False
TXN00001076,False
TXN00001077,False
TXN00001078,False
TXN00001079,False
TXN00001080,False
TXN00001081,False
TXN00001082,False
TXN00001083,False
TXN00001084,False
TXN00001085,False
TXN00001086,False
TXN00001087,False
TXN00001088,False
TXN00001089,False
TXN00001090,False
TXN00001091,False
TXN00001092,False
TXN00001093,False
TXN00001094,False
TXN00001095,False
TXN00001096,False
TXN00001097,False
TXN00001098,False
TXN00001099,False
TXN00001100,False
TXN00001101,False
TXN00001102,False
TXN00001103,False
TXN00001104,False
TXN00001105,False
TXN00001106,False
TXN00001107,False
TXN00001108,False
TXN00001109,False
TXN00001110,False
TXN00001111,False
TXN00001112,False
TXN00001113,False
TXN00001114,False
TXN00001115,False
TXN00001116,False
TXN00001117,False
TXN00001118,False
TXN00001119,False
TXN00001120,False
TXN00001121,False
TXN00001122,False
TXN00001123,False
TXN00001124,False
TXN00001125,False
TXN00001126,False
TXN00001127,False
TXN00001128,False
TXN00001129,False
TXN00001130,False
TXN00001131,False
TXN00001132,False
TXN00001133,False
TXN00001134,False
TXN00001135,False
TXN00001136,False
TXN00001137,False
TXN00001138,False
TXN00001139,False
TXN00001140,False
TXN00001141,False
TXN00001142,False
TXN00001143,False
TXN00001144,True
TXN00001145,False
TXN00001146,False
TXN00001147,False
TXN00001148,False
TXN00001149,False
TXN00001150,False
TXN00001151,False
TXN00001152,False
TXN00001153,False
TXN00001154,False
TXN00001155,False
TXN00001156,False
TXN00001157,False
TXN00001158,False
TXN00001159,False
TXN00001160,False
TXN00001161,False
TXN00001162,False
TXN00001163,False
TXN00001164,False
TXN00001165,False
TXN00001166,False
TXN00001167,False
TXN00001168,False
TXN00001169,False
TXN00001170,False
TXN00001171,True
TXN00001172,False
TXN00001173,False
TXN00001174,False
TXN00001175,False
TXN00001176,False
TXN00001177,False
TXN00001178,False
TXN00001179,False
TXN00001180,False
TXN00001181,False
TXN00001182,False
TXN00001183,False
TXN00001184,False
TXN00001185,False
TXN00001186,False
TXN00001187,False
TXN00001188,False
TXN00001189,False
TXN00001190,False
TXN00001191,False
TXN00001192,False
TXN00001193,False
TXN00001194,False
TXN00001195,False
TXN00001196,False
TXN00001197,False
TXN00001198,False
TXN00001199,False
TXN00001200,False
TXN00001201,False
TXN00001202,False
TXN00001203,False
TXN00001204,False
TXN00001205,False
TXN00001206,False
TXN00001207,False
TXN00001208,False
TXN00001209,False
TXN00001210,False
TXN00001211,False
TXN00001212,False
TXN00001213,False
TXN00001214,False
TXN00001215,False
TXN00001216,False
TXN00001217,False
TXN00001218,False
TXN00001219,False
TXN00001220,False
TXN00001221,False
TXN00001222,False
TXN00001223,False
TXN00001224,False
TXN00001225,False
TXN00001226,False
TXN00001227,False
TXN00001228,False
TXN00001229,False
TXN00001230,False
TXN00001231,False
TXN00001232,False
TXN00001233,False
TXN00001234,False
TXN00001235,False
TXN00001236,False
TXN00001237,False
TXN00001238,False
TXN00001239,False
TXN00001240,False
TXN00001241,False
TXN00001242,False
TXN00001243,False
TXN00001244,False
TXN00001245,False
TXN00001246,False
TXN00001247,False
TXN00001248,False
TXN00001249,False
TXN00001250,False
TXN00001251,False
TXN00001252,False
TXN00001253,False
TXN00001254,False
TXN00001255,False
TXN00001256,False
TXN00001257,False
TXN00001258,False
TXN00001259,False
TXN00001260,False
TXN00001261,False
TXN00001262,False
TXN00001263,False
TXN00001264,False
TXN00001265,False
TXN00001266,False
TXN00001267,False
TXN00001268,False
TXN00001269,False
TXN00001270,False
TXN00001271,False
TXN00001272,False
TXN00001273,False
TXN00001274,True
TXN00001275,False
TXN00001276,False
TXN00001277,False
TXN00001278,False
TXN00001279,False
TXN00001280,False
TXN00001281,False
TXN00001282,False
TXN00001283,False
TXN00001284,False
TXN00001285,False
TXN00001286,False
TXN00001287,False
TXN00001288,False
TXN00001289,False
TXN00001290,False
TXN00001291,False
TXN00001292,False
TXN00001293,False
TXN00001294,False
TXN00001295,False
TXN00001296,False
TXN00001297,False
TXN00001298,False
TXN00001299,False
TXN00001300,False
TXN00001301,False
TXN00001302,False
TXN00001303,False
TXN00001304,False
TXN00001305,False
TXN00001306,False
TXN00001307,False
TXN00001308,True
TXN00001309,False
TXN00001310,False
TXN00001311,False
TXN00001312,False
TXN00001313,False
TXN00001314,False
TXN00001315,False
TXN00001316,False
TXN00001317,False
TXN00001318,False
TXN00001319,False
TXN00001320,False
TXN00001321,False
TXN00001322,False
TXN00001323,False
TXN00001324,False
TXN00001325,False
TXN00001326,False
TXN00001327,False
TXN00001328,False
TXN00001329,False
TXN00001330,False
TXN00001331,False
TXN00001332,False
TXN00001333,True
TXN00001334,False
TXN00001335,False
TXN00001336,False
TXN00001337,False
TXN00001338,False
TXN00001339,True
TXN00001340,False
TXN00001341,False
TXN00001342,False
TXN00001343,False
TXN00001344,False
TXN00001345,False
TXN00001346,False
TXN00001347,False
TXN00001348,False
TXN00001349,False
TXN00001350,False
TXN00001351,False
TXN00001352,False
TXN00001353,False
TXN00001354,False
TXN00001355,False
TXN00001356,False
TXN00001357,False
TXN00001358,False
TXN00001359,False
TXN00001360,False
TXN00001361,False
TXN00001362,False
TXN00001363,False
TXN00001364,False
TXN00001365,False
TXN00001366,False
TXN00001367,False
TXN00001368,False
TXN00001369,False
TXN00001370,False
TXN00001371,False
TXN00001372,False
TXN00001373,False
TXN00001374,False
TXN00001375,False
TXN00001376,False
TXN00001377,False
TXN00001378,False
TXN00001379,False
TXN00001380,False
TXN00001381,False
TXN00001382,False
TXN00001383,False
TXN00001384,False
TXN00001385,False
TXN00001386,False
TXN00001387,False
TXN00001388,False
TXN00001389,False
TXN00001390,False
TXN00001391,False
TXN00001392,False
TXN00001393,False
TXN00001394,False
TXN00001395,False
TXN00001396,False
TXN00001397,False
TXN00001398,False
TXN00001399,False
TXN00001400,False
TXN00001401,False
TXN00001402,True
TXN00001403,False
TXN00001404,False
TXN00001405,False
TXN00001406,False
TXN00001407,False
TXN00001408,False
TXN00001409,False
TXN00001410,False
TXN00001411,False
TXN00001412,False
TXN00001413,False
TXN00001414,False
TXN00001415,False
TXN00001416,False
TXN00001417,False
TXN00001418,False
TXN00001419,False
TXN00001420,False
TXN00001421,False
TXN00001422,False
TXN00001423,False
TXN00001424,False
TXN00001425,False
TXN00001426,False
TXN00001427,False
TXN00001428,False
TXN00001429,False
TXN00001430,False
TXN00001431,False
TXN00001432,False
TXN00001433,False
TXN00001434,False
TXN00001435,False
TXN00001436,False
TXN00001437,False
TXN00001438,False
TXN00001439,False
TXN00001440,False
TXN00001441,False
TXN00001442,False
TXN00001443,False
TXN00001444,False
TXN00001445,False
TXN00001446,False
TXN00001447,False
TXN00001448,False
TXN00001449,False
TXN00001450,False
TXN00001451,False
TXN00001452,False
TXN00001453,False
TXN00001454,False
TXN00001455,False
TXN00001456,False
TXN00001457,False
TXN00001458,False
TXN00001459,False
TXN00001460,False
TXN00001461,False
TXN00001462,False
TXN00001463,False
TXN00001464,False
TXN00001465,False
TXN00001466,False
TXN00001467,False
TXN00001468,False
TXN00001469,False
TXN00001470,False
TXN00001471,False
TXN00001472,False
TXN00001473,False
TXN00001474,False
TXN00001475,False
TXN00001476,False
TXN00001477,False
TXN00001478,False
TXN00001479,False
TXN00001480,False
TXN00001481,False
TXN00001482,False
TXN00001483,False
TXN00001484,False
TXN00001485,False
TXN00001486,False
TXN00001487,False
TXN00001488,False
TXN00001489,False
TXN00001490,False
TXN00001491,False
TXN00001492,False
TXN00001493,False
TXN00001494,False
TXN00001495,False
TXN00001496,False
TXN00001497,False
TXN00001498,False
TXN00001499,False
TXN00001500,False
TXN00001501,False
TXN00001502,False
TXN00001503,False
TXN00001504,False
TXN00001505,False
TXN00001506,False
TXN00001507,False
TXN00001508,False
TXN00001509,False
TXN00001510,False
TXN00001511,False
TXN00001512,False
TXN00001513,False
TXN00001514,False
TXN00001515,False
TXN00001516,False
TXN00001517,False
TXN00001518,False
TXN00001519,False
TXN00001520,False
TXN00001521,False
TXN00001522,False
TXN00001523,False
TXN00001524,False
TXN00001525,False
TXN00001526,False
TXN00001527,False
TXN00001528,False
TXN00001529,False
TXN00001530,False
TXN00001531,False
TXN00001532,False
TXN00001533,False
TXN00001534,False
TXN00001535,False
TXN00001536,False
TXN00001537,False
TXN00001538,False
TXN00001539,False
TXN00001540,False
TXN00001541,False
TXN00001542,False
TXN00001543,False
TXN00001544,False
TXN00001545,False
TXN00001546,False
TXN00001547,False
TXN00001548,False
TXN00001549,False
TXN00001550,False
TXN00001551,False
